province_code,year_be,has_actual_data,generated_ton_day,recycled_ton_day,disposed_correct_ton_day,disposed_incorrect_ton_day,residual_ton,pct_recycled,pct_disposed_correct,pct_disposed_incorrect,generated_million_ton_yr,recycled_million_ton_yr,disposed_correct_million_ton_yr,disposed_incorrect_million_ton_yr,residual_million_ton_yr
61,2561,True,461.77,174.64,103.54,183.59,127130.0,37.82,22.42,39.76,0.17,0.06,0.04,0.07,0.13
54,2561,True,953.76,439.3,127.63,386.59,71930.0,46.06,13.38,40.53,0.35,0.16,0.05,0.14,0.07
30,2561,True,649.91,237.32,23.0,389.59,91744.17,36.52,3.54,59.95,0.24,0.09,0.01,0.14,0.09
42,2561,True,423.16,121.87,86.94,214.35,17895.76,28.8,20.55,50.65,0.15,0.04,0.03,0.08,0.02
46,2561,True,168.2,43.13,16.4,108.67,184.25,25.64,9.75,64.61,0.06,0.02,0.01,0.03,0.0
64,2562,True,545.5,166.89,0.0,378.61,57326.0,30.59,0.0,69.41,0.2,0.06,0.0,0.14,0.06
1,2562,True,13583.48,3029.98,10553.5,0.0,0.0,22.31,77.69,0.0,4.96,1.11,3.85,0.0,0.0
56,2562,True,899.02,607.59,106.86,130.57,35255.0,67.58,11.89,14.52,0.33,0.22,0.06,0.05,0.03
34,2562,True,985.4,605.17,104.37,275.86,29668.9,61.41,10.59,27.99,0.36,0.22,0.04,0.1,0.03
49,2562,True,415.39,135.04,158.28,122.07,0.0,32.51,38.1,29.39,0.15,0.05,0.06,0.04,0.0
28,2562,True,1873.09,927.39,489.2,456.5,288240.77,49.51,26.12,24.37,0.68,0.34,0.18,0.16,0.29
13,2562,True,569.36,177.54,234.82,157.0,8142.11,31.18,41.24,27.57,0.21,0.06,0.09,0.06,0.0
15,2562,True,733.14,134.65,8.81,589.68,125519.55,18.37,1.2,80.43,0.27,0.05,0.0,0.22,0.12
11,2562,True,2909.86,693.24,1531.78,684.84,64669.95,23.82,52.64,23.54,1.06,0.25,0.56,0.25,0.06
9,2562,True,326.04,208.53,73.66,43.85,158.48,63.96,22.59,13.45,0.12,0.08,0.03,0.03,0.0
25,2562,True,1077.5,722.64,123.85,231.01,0.0,67.07,11.49,21.44,0.39,0.26,0.05,0.08,0.0
69,2562,True,532.52,406.02,32.45,94.05,20415.24,76.25,6.09,17.66,0.19,0.15,0.01,0.03,0.02
72,2562,True,659.06,400.17,27.78,231.11,42664.79,60.72,4.22,35.07,,,,,
14,2562,True,258.5,85.7,107.61,65.19,10075.04,33.15,41.63,25.22,0.09,0.03,0.04,0.02,0.01
50,2562,True,625.93,137.05,335.18,153.7,651.15,21.9,53.55,24.56,0.23,0.05,0.12,0.06,0.0
17,2562,True,294.07,104.23,21.1,168.74,37470.0,35.44,7.18,57.38,0.11,0.04,0.01,0.06,0.04
58,2562,True,1093.03,343.0,548.27,201.76,94748.0,31.38,50.16,18.46,0.4,0.13,0.2,0.07,0.09
36,2562,True,681.09,505.94,23.27,151.88,15881.89,74.28,3.42,22.3,0.25,0.18,0.01,0.06,0.01
19,2562,True,2511.25,1288.67,164.58,1058.0,74268.0,51.32,6.55,42.13,0.92,0.47,0.06,0.39,0.07
63,2562,True,1617.04,1209.71,42.39,364.94,821272.56,74.81,2.62,22.57,0.59,0.44,0.02,0.13,0.82
47,2562,True,756.09,220.59,378.52,156.98,0.0,29.18,50.06,20.76,0.28,0.08,0.14,0.06,0.0
3,2562,True,1995.28,689.19,1306.09,0.0,0.0,34.54,65.46,0.0,0.73,0.25,0.48,0.0,0.0
76,2562,True,742.53,321.39,95.92,325.22,39437.86,43.28,12.92,43.8,0.27,0.12,0.04,0.11,0.04
43,2562,True,472.41,332.32,58.79,81.3,0.0,70.35,12.44,17.21,0.17,0.12,0.02,0.03,0.0
77,2562,True,402.66,311.35,43.52,47.79,10052.1,77.32,10.81,11.87,0.15,0.11,0.02,0.02,0.01
20,2562,True,1579.61,759.1,179.14,641.37,0.0,48.06,11.34,40.6,0.58,0.28,0.07,0.23,0.0
4,2562,True,1658.23,478.74,333.33,846.16,22962.0,28.87,20.1,51.03,0.61,0.17,0.12,0.32,0.02
62,2562,True,628.21,225.11,2.96,400.14,11152.0,35.83,0.47,63.7,0.23,0.08,0.0,0.15,0.01
16,2562,True,514.23,276.88,0.0,237.35,187410.3,53.84,0.0,46.16,0.19,0.1,0.0,0.09,0.19
74,2562,True,679.93,312.16,75.6,292.17,10351.5,45.91,11.12,42.97,0.25,0.11,0.03,0.11,0.01
5,2562,True,1095.13,529.57,444.65,120.91,206486.0,48.36,40.6,11.04,0.4,0.19,0.16,0.05,0.21
44,2562,True,482.13,333.05,75.1,73.98,0.0,69.08,15.58,15.34,0.18,0.12,0.03,0.03,0.0
65,2562,True,307.39,123.78,45.67,137.94,131185.33,40.27,14.86,44.87,0.11,0.05,0.02,0.04,0.13
73,2562,True,519.44,381.99,67.5,69.95,3279.24,73.54,12.99,13.47,0.19,0.14,0.02,0.03,0.0
53,2562,True,499.19,146.92,123.76,228.51,157.0,29.43,24.79,45.78,0.18,0.05,0.05,0.08,0.0
52,2562,True,883.35,552.34,243.29,87.72,0.0,62.53,27.54,9.93,0.32,0.2,0.09,0.03,0.0
66,2562,True,1072.66,107.26,965.4,0.0,0.0,10.0,90.0,0.0,0.39,0.04,0.35,0.0,0.0
32,2562,True,909.81,611.22,0.0,298.59,57471.69,67.18,0.0,32.82,0.33,0.22,0.0,0.11,0.06
37,2562,True,334.64,276.84,0.0,57.8,14665.7,82.73,0.0,17.27,0.12,0.1,0.0,0.02,0.01
75,2562,True,543.71,295.83,165.95,81.93,0.0,54.41,30.52,15.07,0.2,0.11,0.06,0.03,0.0
24,2562,True,513.06,378.36,50.94,83.76,3613.37,73.75,9.93,16.33,0.19,0.14,0.02,0.03,0.0
68,2562,True,189.55,112.71,0.0,76.84,4863.22,59.46,0.0,40.54,0.07,0.04,0.0,0.03,0.0
12,2562,True,969.76,144.8,815.86,9.1,64245.3,14.93,84.13,0.94,0.35,0.05,0.3,0.0,0.06
55,2562,True,872.04,339.02,367.75,165.27,21940.0,38.88,42.17,18.95,0.32,0.12,0.13,0.07,0.02
33,2562,True,1272.65,740.06,103.94,428.65,13754.0,58.15,8.17,33.68,0.46,0.27,0.04,0.15,0.01
7,2562,True,1142.91,317.16,31.95,793.8,273428.1,27.75,2.8,69.45,0.42,0.12,0.01,0.29,0.27
40,2562,True,781.84,424.26,279.92,77.66,0.0,54.26,35.8,9.93,0.29,0.15,0.1,0.04,0.0
39,2562,True,230.72,92.18,72.12,66.42,0.0,39.95,31.26,28.79,0.08,0.03,0.03,0.02,0.0
22,2562,True,1358.24,1056.99,155.0,146.25,487.0,77.82,11.41,10.77,0.5,0.39,0.06,0.05,0.0
35,2562,True,1131.59,924.77,117.55,89.53,4924.62,81.72,10.39,7.91,0.41,0.34,0.04,0.03,0.0
70,2562,True,1625.51,570.44,652.9,402.17,0.0,35.09,40.17,24.74,0.59,0.21,0.24,0.14,0.0
71,2562,True,308.49,180.71,86.23,41.55,11622.0,58.58,27.95,13.47,0.11,0.07,0.03,0.01,0.01
2,2562,True,2362.24,506.48,369.15,1486.61,0.0,21.44,15.63,62.93,0.86,0.18,0.13,0.55,0.0
60,2562,True,187.08,62.16,123.12,1.8,0.0,33.23,65.81,0.96,0.07,0.02,0.05,0.0,0.0
59,2562,True,950.42,650.34,299.75,0.33,79015.81,68.43,31.54,0.03,0.35,0.24,0.11,0.0,0.08
10,2562,True,721.82,253.62,276.78,191.42,362289.55,35.14,38.34,26.52,0.26,0.09,0.1,0.07,0.36
18,2562,True,709.73,398.91,16.5,294.32,162719.15,56.21,2.32,41.47,0.26,0.15,0.01,0.1,0.16
8,2562,True,240.9,118.17,69.53,53.2,7250.0,49.05,28.86,22.08,0.09,0.04,0.03,0.02,0.0
57,2562,True,806.83,599.11,56.0,151.72,68690.0,74.25,6.94,18.8,0.29,0.22,0.02,0.05,0.07
67,2562,True,1386.66,768.15,257.65,360.86,100159.95,55.4,18.58,26.02,0.51,0.28,0.09,0.14,0.1
21,2562,True,1326.5,771.77,91.22,463.51,0.0,58.18,6.88,34.94,0.48,0.28,0.03,0.17,0.0
51,2562,True,573.94,398.25,108.18,67.51,0.0,69.39,18.85,11.76,0.21,0.15,0.04,0.02,0.0
31,2562,True,504.1,272.52,152.43,79.15,9016.57,54.06,30.24,15.7,0.18,0.1,0.06,0.02,0.0
27,2562,True,496.65,315.89,73.51,107.25,8640.75,63.6,14.8,21.59,0.18,0.12,0.03,0.03,0.0
26,2562,True,361.89,264.22,50.13,47.54,2367.0,73.01,13.85,13.14,0.13,0.1,0.02,0.01,0.0
29,2562,True,1634.28,960.57,355.0,318.71,12716.45,58.78,21.72,19.5,0.6,0.35,0.13,0.12,0.01
41,2562,True,437.57,267.96,67.4,102.21,0.0,61.24,15.4,23.36,0.16,0.1,0.02,0.04,0.0
48,2562,True,285.55,47.37,96.77,141.41,0.0,16.59,33.89,49.52,0.1,0.02,0.04,0.04,0.0
23,2562,True,1800.67,1214.38,338.79,247.5,1697.0,67.44,18.81,13.74,0.66,0.44,0.12,0.1,0.0
6,2562,True,280.88,136.36,135.51,9.01,0.0,48.55,48.24,3.21,0.1,0.05,0.05,0.0,0.0
45,2562,True,592.43,155.3,193.88,243.25,0.0,26.21,32.73,41.06,0.22,0.06,0.07,0.09,0.0
38,2562,True,1647.86,345.07,1204.07,98.72,0.0,20.94,73.07,5.99,0.6,0.13,0.44,0.03,0.0
61,2562,True,486.54,246.37,116.82,123.35,165980.0,50.64,24.01,25.35,0.18,0.09,0.04,0.05,0.16
54,2562,True,950.6,495.37,111.01,344.22,71930.0,52.11,11.68,36.21,,,,,
30,2562,True,662.77,361.25,20.4,281.12,152294.85,54.51,3.08,42.42,0.24,0.13,0.01,0.1,0.15
42,2562,True,424.43,192.48,206.66,25.29,0.0,45.35,48.69,5.96,0.15,0.07,0.08,0.0,0.0
46,2562,True,169.55,44.51,9.44,115.6,70.0,26.25,5.57,68.18,0.06,0.02,0.0,0.04,0.0
64,2563,True,491.0,112.7,188.0,190.3,50680.0,22.95,38.29,38.76,0.18,0.04,0.07,0.07,0.05
1,2563,True,12281.7,3672.5,8609.2,0.0,0.0,29.9,70.1,0.0,4.5,1.34,3.16,0.0,0.0
56,2563,True,794.8,381.5,178.0,235.3,34568.0,48.0,22.4,29.6,0.29,0.14,0.07,0.08,0.0
34,2563,True,746.0,211.1,102.0,432.9,27533.0,28.3,13.67,58.03,0.27,0.08,0.04,0.15,0.03
49,2563,True,529.1,265.3,138.0,125.8,13500.0,50.14,26.08,23.78,0.19,0.1,0.05,0.04,0.01
28,2563,True,1221.4,363.8,549.0,308.6,32594.0,29.79,44.95,25.27,0.45,0.13,0.2,0.12,0.03
13,2563,True,485.3,109.2,37.0,339.1,5436.0,22.5,7.62,69.87,0.18,0.04,0.01,0.13,0.0
15,2563,True,674.9,133.7,10.0,531.2,59502.0,19.81,1.48,78.71,0.25,0.05,0.0,0.2,0.06
11,2563,True,2683.7,249.7,1410.0,1024.0,224710.0,9.3,52.54,38.16,0.98,0.09,0.52,0.37,0.22
9,2563,True,289.5,127.5,60.0,102.0,1917.0,44.04,20.73,35.23,0.11,0.05,0.02,0.04,0.0
25,2563,True,939.5,406.1,87.0,446.4,10000.0,43.23,9.26,47.51,0.34,0.15,0.03,0.16,0.01
69,2563,True,414.9,133.8,34.0,247.1,12695.0,32.25,8.19,59.56,0.15,0.05,0.01,0.09,0.01
72,2563,True,509.7,158.7,30.0,321.0,40501.0,31.14,5.89,62.98,0.19,0.06,0.01,0.12,0.04
14,2563,True,212.0,60.1,120.0,31.9,14095.0,28.35,56.6,15.05,0.08,0.02,0.04,0.02,0.01
50,2563,True,708.0,437.5,166.0,104.5,263.0,61.79,23.45,14.76,0.26,0.16,0.06,0.04,0.0
17,2563,True,213.4,78.0,29.0,106.4,15939.0,36.55,13.59,49.86,0.08,0.03,0.01,0.04,0.01
58,2563,True,1276.3,212.6,627.0,436.7,285979.0,16.66,49.13,34.22,0.47,0.08,0.23,0.16,0.28
36,2563,True,663.91,209.1,80.0,374.81,3555.0,31.5,12.05,56.45,0.24,0.08,0.03,0.13,0.0
19,2563,True,2337.3,1088.5,318.0,930.8,157578.0,46.57,13.61,39.82,0.4,0.15,0.02,0.23,0.16
63,2563,True,1100.6,405.3,50.0,645.3,695601.0,36.83,4.54,58.63,0.4,0.15,0.02,0.23,0.69
47,2563,True,787.9,353.9,336.0,98.0,0.0,44.92,42.65,12.44,0.29,0.13,0.12,0.04,0.0
3,2563,True,1960.9,460.0,1491.0,9.9,0.0,23.46,76.04,0.5,0.72,0.17,0.55,0.0,0.0
76,2563,True,744.5,397.2,101.0,246.3,37926.0,53.35,13.57,33.08,0.27,0.15,0.04,0.08,0.04
43,2563,True,286.1,131.1,91.0,64.0,4028.0,45.82,31.81,22.37,0.1,0.05,0.03,0.02,0.0
77,2563,True,305.0,163.6,46.0,95.4,6696.0,53.64,15.08,31.28,0.11,0.06,0.02,0.03,0.0
20,2563,True,1698.5,833.0,186.0,679.5,6949.0,49.04,10.95,40.01,0.62,0.3,0.07,0.25,0.0
4,2563,True,1719.6,166.6,196.0,1357.0,31570.0,9.69,11.4,78.91,0.63,0.06,0.07,0.5,0.03
62,2563,True,640.4,215.8,283.0,141.6,4958.0,33.7,44.19,22.11,0.23,0.08,0.1,0.05,0.0
16,2563,True,511.6,137.2,0.0,374.4,203407.0,26.82,0.0,73.18,0.19,0.05,0.0,0.14,0.2
74,2563,True,1023.3,144.6,89.0,789.7,8078.0,14.13,8.7,77.17,0.37,0.05,0.03,0.29,0.0
5,2563,True,1351.8,238.6,551.0,562.2,519195.0,17.65,40.76,41.59,0.49,0.09,0.2,0.2,0.52
44,2563,True,275.2,103.0,30.0,142.2,0.0,37.43,10.9,51.67,0.1,0.04,0.01,0.05,0.0
65,2563,True,243.1,44.0,101.0,98.1,36877.0,18.1,41.55,40.35,0.09,0.02,0.04,0.03,0.04
73,2563,True,353.0,155.5,112.0,85.5,4630.0,44.05,31.73,24.22,0.13,0.06,0.04,0.03,0.0
53,2563,True,324.7,170.0,131.0,23.7,900.0,52.36,40.34,7.3,0.12,0.06,0.05,0.01,0.0
52,2563,True,812.4,465.7,268.0,78.7,0.0,57.32,32.99,9.69,0.3,0.17,0.1,0.03,0.0
66,2563,True,994.5,107.3,833.0,54.2,0.0,10.79,83.76,5.45,0.36,0.04,0.3,0.02,0.0
32,2563,True,677.5,363.0,17.0,297.5,56886.0,53.58,2.51,43.91,0.25,0.13,0.01,0.11,0.06
37,2563,True,222.3,134.8,0.0,87.5,42.0,60.64,0.0,39.36,0.08,0.05,0.0,0.03,0.0
75,2563,True,434.6,163.9,155.0,115.7,0.0,37.71,35.66,26.62,0.16,0.06,0.06,0.04,0.0
24,2563,True,424.6,175.7,61.0,187.9,39.0,41.38,14.37,44.25,0.16,0.06,0.02,0.08,0.0
68,2563,True,277.0,52.8,0.0,224.2,5917.0,19.06,0.0,80.94,0.1,0.02,0.0,0.08,0.0
12,2563,True,1010.2,76.1,779.0,155.1,18772.0,7.53,77.11,15.35,0.37,0.03,0.29,0.05,0.02
55,2563,True,759.8,189.2,428.0,142.6,9559.0,24.9,56.33,18.77,0.28,0.07,0.16,0.05,0.01
33,2563,True,952.4,599.1,139.0,214.3,975.0,62.9,14.59,22.5,0.35,0.22,0.05,0.08,0.0
7,2563,True,798.6,284.1,33.0,481.5,271550.0,35.57,4.13,60.29,0.29,0.1,0.01,0.18,0.27
40,2563,True,483.9,120.2,244.0,119.7,1326.0,24.84,50.42,24.74,0.18,0.04,0.09,0.05,0.0
39,2563,True,265.6,113.5,70.0,82.1,0.0,42.73,26.36,30.91,0.1,0.04,0.03,0.03,0.0
22,2563,True,946.0,410.7,165.0,370.3,0.0,43.41,17.44,39.14,0.35,0.15,0.06,0.14,0.0
35,2563,True,896.1,497.3,123.0,275.8,4148.0,55.5,13.73,30.78,0.33,0.18,0.05,0.1,0.0
70,2563,True,1140.3,337.1,700.0,103.2,0.0,29.56,61.39,9.05,0.42,0.12,0.26,0.04,0.0
71,2563,True,302.5,208.0,77.0,17.5,5045.0,68.76,25.45,5.79,0.11,0.08,0.03,0.0,0.0
2,2563,True,2341.5,134.3,500.0,1707.2,0.0,5.74,21.35,72.91,0.86,0.05,0.18,0.63,0.0
60,2563,True,177.1,42.2,86.0,48.9,0.0,23.83,48.56,27.61,0.06,0.02,0.03,0.01,0.0
59,2563,True,839.1,72.1,767.0,0.0,2925.0,8.59,91.41,0.0,0.31,0.03,0.28,0.0,0.0
10,2563,True,631.7,144.65,264.0,223.05,335836.0,22.9,41.79,35.31,0.23,0.05,0.1,0.08,0.33
18,2563,True,436.7,184.3,19.0,233.4,106962.0,42.2,4.35,53.45,0.16,0.07,0.01,0.08,0.1
8,2563,True,140.0,54.9,25.0,60.1,23000.0,39.21,17.86,42.93,0.05,0.02,0.01,0.02,0.02
57,2563,True,691.0,278.6,64.0,348.4,46276.0,40.32,9.26,50.42,0.25,0.1,0.02,0.13,0.05
67,2563,True,1034.8,333.2,16.0,685.6,204447.0,32.2,1.55,66.25,0.38,0.12,0.01,0.25,0.2
21,2563,True,1104.4,766.7,54.0,283.7,2777.0,69.42,4.89,25.69,0.4,0.28,0.02,0.1,0.0
51,2563,True,373.1,181.3,178.0,13.8,0.0,48.59,47.71,3.7,0.14,0.07,0.07,0.0,0.0
31,2563,True,784.5,267.0,142.0,375.5,8174.0,34.03,18.1,47.86,0.29,0.1,0.05,0.14,0.0
27,2563,True,355.8,143.4,60.0,152.4,0.0,40.3,16.86,42.83,0.13,0.05,0.02,0.06,0.0
26,2563,True,221.3,113.4,43.0,64.9,62.0,51.24,19.43,29.33,0.08,0.04,0.02,0.02,0.0
29,2563,True,1072.0,366.4,360.0,345.6,1616.0,34.18,33.58,32.24,0.39,0.13,0.13,0.13,0.0
41,2563,True,319.8,164.6,76.0,79.2,0.0,51.47,23.76,24.77,0.12,0.06,0.03,0.03,0.0
48,2563,True,209.1,120.1,58.0,31.0,0.0,57.44,27.74,14.83,0.08,0.05,0.02,0.01,0.0
23,2563,True,1611.2,838.6,366.0,406.6,60.0,52.05,22.72,25.24,0.59,0.31,0.13,0.15,0.0
6,2563,True,377.0,245.0,0.0,132.0,0.0,64.99,0.0,35.01,0.14,0.09,0.0,0.05,0.0
45,2563,True,776.4,408.2,203.0,165.2,0.0,52.58,26.15,21.28,0.28,0.15,0.07,0.06,0.0
38,2563,True,1434.4,309.1,596.0,529.21,0.0,21.55,41.55,36.89,0.52,0.11,0.22,0.19,0.0
61,2563,True,438.6,105.4,103.0,230.2,301380.0,24.03,23.48,52.49,0.16,0.04,0.04,0.08,0.3
54,2563,True,742.1,237.4,120.0,384.7,71930.0,31.99,16.17,51.84,0.27,0.09,0.04,0.14,0.07
30,2563,True,541.8,288.4,23.0,230.4,208773.0,53.23,4.25,42.52,0.2,0.11,0.01,0.08,0.21
42,2563,True,303.1,129.0,156.0,18.1,5340.0,42.56,51.47,5.97,0.11,0.05,0.06,0.0,0.0
46,2563,True,168.6,76.45,24.0,68.15,0.0,45.34,14.23,40.42,0.06,0.03,0.01,0.02,0.0
64,2564,True,435.0,111.0,150.0,174.0,51977.0,25.52,34.48,40.0,0.16,0.04,0.05,0.06,0.05
1,2564,True,12214.0,3564.0,8650.0,0.0,0.0,29.18,70.82,0.0,4.46,1.3,3.16,,
56,2564,True,849.0,403.0,150.0,296.0,49374.0,47.47,17.67,34.86,0.31,0.15,0.05,0.11,0.05
34,2564,True,738.0,243.0,130.0,365.0,0.0,32.93,17.62,49.46,0.27,0.09,0.05,0.13,
49,2564,True,543.0,256.0,120.0,167.0,0.0,47.15,22.1,30.76,,,,,
28,2564,True,1289.0,395.0,530.0,364.0,25267.0,30.64,41.12,28.24,0.47,1.44,0.19,0.13,0.03
13,2564,True,495.0,151.0,47.0,297.0,96630.0,30.51,9.49,60.0,0.18,0.14,0.02,0.11,0.1
15,2564,True,771.0,143.0,276.0,352.0,79238.0,18.55,35.8,45.65,0.28,0.05,0.1,0.13,0.08
11,2564,True,2750.0,290.0,2037.0,423.0,824618.0,10.55,74.07,15.38,1.0,1.0,0.74,0.15,0.77
9,2564,True,289.0,129.0,93.0,67.0,6158.0,44.64,32.18,23.18,0.11,0.05,0.03,0.02,0.01
25,2564,True,896.0,439.0,12.0,445.0,24962.0,49.0,1.34,49.67,0.33,0.16,0.0,0.16,0.02
69,2564,True,416.0,145.0,50.0,221.0,61287.0,34.86,12.02,53.12,0.15,0.05,0.02,0.08,0.16
72,2564,True,452.0,154.0,137.0,161.0,42368.0,34.07,30.31,35.62,0.16,0.01,0.05,0.06,0.04
14,2564,True,202.0,31.0,94.0,77.0,15804.0,15.35,46.53,38.12,0.07,0.01,0.03,0.03,0.02
50,2564,True,711.0,333.0,140.0,238.0,171.0,46.84,19.69,33.47,0.26,0.12,0.05,0.09,0.0
17,2564,True,217.0,72.0,27.0,118.0,24675.0,33.18,12.44,54.38,0.08,0.03,0.01,0.04,0.02
58,2564,True,1225.0,214.0,570.0,441.0,144505.0,17.47,46.53,36.0,0.45,0.08,0.21,0.16,0.14
36,2564,True,450.0,199.0,60.0,191.0,4504.0,44.22,13.33,42.44,0.16,0.07,0.02,0.07,0.0
19,2564,True,2271.0,1129.0,556.0,586.0,146558.0,49.71,24.48,25.8,0.83,0.41,0.2,0.21,0.15
63,2564,True,1150.0,408.0,29.0,713.0,1248620.0,35.48,2.52,62.0,0.42,0.15,0.01,0.26,1.25
47,2564,True,815.0,353.0,361.0,101.0,0.0,43.31,44.29,12.39,0.3,0.13,0.13,0.04,
3,2564,True,1989.0,407.0,1582.0,0.0,0.0,20.46,79.54,0.0,0.73,0.15,0.58,,
76,2564,True,745.0,408.0,100.0,237.0,50229.0,54.77,13.42,31.81,0.27,0.15,0.04,0.09,0.05
43,2564,True,276.0,139.0,74.0,63.0,10603.0,50.36,26.81,22.83,0.1,0.05,0.03,0.02,0.01
77,2564,True,280.0,91.0,67.0,122.0,3404.0,32.5,23.93,43.57,0.1,0.03,0.02,0.04,0.0
20,2564,True,1380.0,505.0,167.0,708.0,15428.0,36.59,12.1,51.3,0.5,0.18,0.2,0.21,0.15
4,2564,True,1714.0,161.0,495.0,1058.0,126630.0,9.39,28.88,61.73,0.63,0.06,0.18,0.39,0.13
62,2564,True,610.0,226.0,155.0,229.0,7604.0,37.05,25.41,37.54,0.22,0.82,0.06,0.08,0.01
16,2564,True,485.0,101.0,0.0,384.0,199373.0,20.82,0.0,79.18,0.18,0.04,,0.14,0.2
74,2564,True,662.0,123.0,116.0,423.0,8211.0,18.58,17.52,63.9,,,,,
5,2564,True,1287.0,197.0,644.0,446.0,398683.0,15.31,50.04,34.65,0.47,0.07,0.24,0.16,0.4
44,2564,True,285.0,122.0,30.0,133.0,7660.0,42.81,10.53,46.67,0.1,0.04,0.01,0.05,0.01
65,2564,True,242.0,41.0,39.0,162.0,111406.0,16.94,16.12,66.94,0.09,0.01,0.01,0.06,0.11
73,2564,True,381.0,192.0,3.0,186.0,62682.0,50.39,0.79,48.82,0.09,0.07,0.01,0.06,0.11
53,2564,True,327.0,138.0,54.0,135.0,0.0,42.2,16.51,41.28,0.12,0.05,0.02,0.05,
52,2564,True,815.0,458.0,244.0,113.0,0.0,56.2,29.94,13.87,0.3,0.17,0.09,0.04,
66,2564,True,722.0,58.0,612.0,52.0,0.0,8.03,84.76,7.2,0.26,0.02,0.22,0.02,
32,2564,True,610.0,310.0,0.0,300.0,91111.0,50.82,0.0,49.18,0.22,0.11,,0.11,0.09
37,2564,True,246.0,162.0,0.0,84.0,270000.0,65.85,0.0,34.15,0.09,0.06,,0.03,0.27
75,2564,True,410.0,180.0,162.0,68.0,0.0,43.9,39.51,16.59,0.15,0.07,0.06,0.02,
24,2564,True,441.0,208.0,73.0,160.0,1680.0,47.17,16.55,36.28,0.16,0.02,0.03,0.06,0.0
68,2564,True,235.0,48.0,0.0,187.0,10373.0,20.43,0.0,79.57,0.09,0.02,,0.07,0.01
12,2564,True,1086.0,105.0,910.0,71.0,10000.0,9.67,83.79,6.54,0.4,0.04,0.33,0.03,0.01
55,2564,True,697.0,142.0,340.0,215.0,20086.0,20.37,48.78,30.85,0.25,0.05,0.12,0.08,0.02
33,2564,True,938.0,467.0,135.0,336.0,1139.0,49.79,14.39,35.82,0.34,0.17,0.05,0.12,0.0
7,2564,True,872.0,191.0,0.0,681.0,240899.0,21.9,0.0,78.1,0.32,0.07,,0.25,0.24
40,2564,True,563.0,136.0,130.0,297.0,11128.0,24.16,23.09,52.75,0.21,0.05,0.05,0.11,0.01
39,2564,True,280.0,118.0,70.0,92.0,0.0,42.14,25.0,32.86,0.1,0.04,0.03,0.03,0.0
22,2564,True,835.0,393.0,135.0,307.0,4525.0,47.07,16.17,36.77,0.3,0.14,0.05,0.11,0.0
35,2564,True,890.0,480.0,123.0,287.0,4838.0,53.93,13.82,32.25,0.32,0.18,0.04,0.1,0.0
70,2564,True,1236.0,357.0,715.0,164.0,4041.0,28.88,57.85,13.27,0.45,0.13,0.26,0.06,0.0
71,2564,True,310.0,198.0,85.0,27.0,23.0,63.87,27.42,8.71,0.11,0.07,0.03,0.01,0.0
2,2564,True,2515.0,186.0,0.0,2329.0,1200000.0,7.4,0.0,92.6,0.92,0.07,,0.85,1.2
60,2564,True,178.0,35.0,100.0,43.0,0.0,19.66,56.18,24.16,0.06,0.01,0.04,0.02,
59,2564,True,868.0,64.0,757.0,47.0,0.0,7.37,87.21,5.41,0.32,0.23,0.28,0.02,
10,2564,True,621.0,133.0,287.0,201.0,334060.0,21.42,46.22,32.37,0.23,0.05,0.1,0.07,0.33
18,2564,True,493.0,217.0,0.0,276.0,117178.0,44.02,0.0,55.98,0.18,0.08,,0.1,0.12
8,2564,True,154.0,53.0,22.0,79.0,26066.0,34.42,14.29,51.3,0.06,0.02,0.01,0.03,0.03
57,2564,True,755.0,278.0,60.0,417.0,81445.0,36.82,7.95,55.23,0.28,0.1,0.02,0.15,0.08
67,2564,True,988.0,307.0,0.0,681.0,587826.0,31.07,0.0,68.93,0.36,0.11,,0.25,0.59
21,2564,True,1139.0,734.0,55.0,350.0,1737.0,64.44,4.83,30.73,0.42,0.27,0.02,0.13,0.0
51,2564,True,421.0,203.0,74.0,144.0,60000.0,48.22,17.58,34.2,0.15,0.07,0.03,0.05,0.06
31,2564,True,654.0,125.0,133.0,396.0,6708.0,19.11,20.34,60.55,0.24,0.05,0.05,0.14,0.01
27,2564,True,325.0,130.0,60.0,135.0,113.0,40.0,18.46,41.54,0.12,0.05,0.02,0.05,0.0
26,2564,True,218.0,98.0,0.0,120.0,110000.0,44.95,0.0,55.05,0.08,0.04,,0.04,0.11
29,2564,True,1127.0,383.0,386.0,358.0,2143.0,33.98,34.25,31.77,0.41,0.14,0.14,0.13,0.0
41,2564,True,332.0,169.0,68.0,95.0,0.0,50.9,20.48,28.61,0.12,0.06,0.02,0.03,
48,2564,True,204.0,95.0,70.0,39.0,0.0,46.57,34.31,19.12,0.07,0.03,0.03,0.01,
23,2564,True,1580.0,841.0,420.0,319.0,9400.0,53.23,26.58,20.19,0.58,0.31,0.15,0.12,0.01
6,2564,True,235.0,50.0,150.0,35.0,0.0,21.28,63.83,14.89,0.09,0.02,0.05,0.01,
45,2564,True,834.0,425.0,170.0,239.0,0.0,50.96,20.38,28.66,0.03,0.16,0.06,0.09,
38,2564,True,1415.0,290.0,810.0,315.0,450.0,20.49,57.24,22.26,0.52,0.11,0.3,0.11,0.0
61,2564,True,487.0,103.0,186.0,198.0,195138.0,21.15,38.19,40.66,0.18,0.04,0.07,0.07,0.2
